gene	Mutation Type	dead	alive	percentage
KRTAP5-3	Missense_Mutation	4.0	2.0	66.66666666666666
DNAH1	Silent	4.0	6.0	40.0
ZNF618	Silent	3.0	2.0	60.0
EPHA8	Missense_Mutation	5.0	6.0	45.45454545454545
SIGLEC11	Missense_Mutation	3.0	5.0	37.5
CHD5	Silent	5.0	1.0	83.33333333333334
ZBED1	Missense_Mutation	2.0	4.0	33.33333333333333
CENPJ	Missense_Mutation	1.0	8.0	11.11111111111111
LAMC3	Missense_Mutation	5.0	3.0	62.5
ZAP70	Missense_Mutation	3.0	5.0	37.5
EHMT2	Missense_Mutation	1.0	4.0	20.0
LMO7	Missense_Mutation	3.0	5.0	37.5
IQGAP2	Missense_Mutation	0.0	5.0	0.0
COL4A2	Missense_Mutation	3.0	4.0	42.857142857142854
CELSR2	Missense_Mutation	2.0	12.0	14.285714285714285
GBP5	Missense_Mutation	1.0	4.0	20.0
TJP3	Missense_Mutation	4.0	4.0	50.0
NLRP11	Missense_Mutation	3.0	8.0	27.27272727272727
GRIA1	Missense_Mutation	4.0	4.0	50.0
MYLK3	Missense_Mutation	0.0	5.0	0.0
HEPHL1	Missense_Mutation	3.0	7.0	30.0
FGD6	Missense_Mutation	4.0	3.0	57.14285714285714
ATG2A	Missense_Mutation	3.0	2.0	60.0
FARP1	Missense_Mutation	1.0	5.0	16.666666666666664
TRIO	Missense_Mutation	2.0	5.0	28.57142857142857
ASPM	Missense_Mutation	5.0	7.0	41.66666666666667
ITGB6	Missense_Mutation	3.0	6.0	33.33333333333333
ITGAX	Silent	4.0	4.0	50.0
NUP210	Missense_Mutation	2.0	3.0	40.0
PER1	Missense_Mutation	2.0	4.0	33.33333333333333
RGPD5	Missense_Mutation	4.0	1.0	80.0
IGF2R	Missense_Mutation	8.0	2.0	80.0
OR4C16	Missense_Mutation	2.0	3.0	40.0
TRPV5	Missense_Mutation	6.0	4.0	60.0
COL6A2	Missense_Mutation	5.0	4.0	55.55555555555556
TTN	Frame_Shift_Del	6.0	3.0	66.66666666666666
PRX	Missense_Mutation	5.0	7.0	41.66666666666667
TRPM8	Silent	2.0	3.0	40.0
KRT75	Missense_Mutation	3.0	2.0	60.0
CDK11B	Missense_Mutation	3.0	2.0	60.0
PRRC2A	Missense_Mutation	0.0	8.0	0.0
PTPN13	Missense_Mutation	3.0	3.0	50.0
PMS2	Missense_Mutation	1.0	8.0	11.11111111111111
PCDHB6	Missense_Mutation	1.0	4.0	20.0
PDGFRA	Silent	2.0	4.0	33.33333333333333
KSR2	Silent	4.0	2.0	66.66666666666666
FLT4	Silent	5.0	3.0	62.5
CACNA1I	Missense_Mutation	3.0	6.0	33.33333333333333
PLCZ1	Missense_Mutation	1.0	4.0	20.0
ST14	Missense_Mutation	3.0	4.0	42.857142857142854
AKNAD1	Missense_Mutation	2.0	5.0	28.57142857142857
SCN1A	Missense_Mutation	6.0	3.0	66.66666666666666
FAM83B	Missense_Mutation	4.0	5.0	44.44444444444444
ENPEP	Missense_Mutation	4.0	5.0	44.44444444444444
C5orf42	Missense_Mutation	1.0	4.0	20.0
RP11-423O2.5	RNA	6.0	21.0	22.22222222222222
ADCYAP1R1	Missense_Mutation	2.0	3.0	40.0
FANCD2	Missense_Mutation	4.0	6.0	40.0
MMP15	Missense_Mutation	1.0	4.0	20.0
TRIM6-TRIM34	Missense_Mutation	2.0	3.0	40.0
POLDIP2	Splice_Site	3.0	2.0	60.0
MUC17	Silent	9.0	14.0	39.130434782608695
TIMD4	In_Frame_Del	1.0	4.0	20.0
KNDC1	Missense_Mutation	3.0	2.0	60.0
TCF12	Frame_Shift_Ins	1.0	5.0	16.666666666666664
ARID1B	Missense_Mutation	1.0	9.0	10.0
PCDHB13	Missense_Mutation	4.0	1.0	80.0
FUBP1	Splice_Site	4.0	9.0	30.76923076923077
OR2T6	Missense_Mutation	3.0	2.0	60.0
SLC7A9	Missense_Mutation	3.0	3.0	50.0
TLE4	Missense_Mutation	2.0	4.0	33.33333333333333
TRIM15	Missense_Mutation	1.0	4.0	20.0
INPP5D	Missense_Mutation	4.0	3.0	57.14285714285714
IGHV4OR15-8	RNA	2.0	3.0	40.0
UBR5	Missense_Mutation	2.0	7.0	22.22222222222222
AMER1	Missense_Mutation	1.0	7.0	12.5
FFAR3	Missense_Mutation	4.0	1.0	80.0
OR4A16	Missense_Mutation	1.0	5.0	16.666666666666664
PRG4	Silent	1.0	13.0	7.142857142857142
PASD1	Missense_Mutation	4.0	3.0	57.14285714285714
ALDH6A1	Missense_Mutation	1.0	4.0	20.0
ZDBF2	Silent	3.0	4.0	42.857142857142854
ITPR1	Missense_Mutation	4.0	3.0	57.14285714285714
HIVEP1	Missense_Mutation	3.0	10.0	23.076923076923077
TNFSF14	Missense_Mutation	4.0	2.0	66.66666666666666
LRP3	Missense_Mutation	3.0	2.0	60.0
PDE3A	Missense_Mutation	4.0	2.0	66.66666666666666
CSMD1	Missense_Mutation	6.0	3.0	66.66666666666666
ARID1B	Silent	2.0	3.0	40.0
RAI2	Missense_Mutation	4.0	2.0	66.66666666666666
KIF13B	Missense_Mutation	1.0	6.0	14.285714285714285
SLC2A14	Missense_Mutation	2.0	4.0	33.33333333333333
AQR	Missense_Mutation	1.0	4.0	20.0
ITGAE	Missense_Mutation	2.0	4.0	33.33333333333333
AP4E1	Missense_Mutation	2.0	3.0	40.0
CYP4Z2P	RNA	2.0	11.0	15.384615384615385
ACVRL1	Missense_Mutation	1.0	4.0	20.0
ADAMTS7	Missense_Mutation	6.0	5.0	54.54545454545454
IDH2	Missense_Mutation	1.0	19.0	5.0
KIAA1522	Missense_Mutation	2.0	4.0	33.33333333333333
CLSTN2	Missense_Mutation	2.0	3.0	40.0
ADD2	Missense_Mutation	2.0	4.0	33.33333333333333
OR52M1	Missense_Mutation	5.0	3.0	62.5
LIPI	Missense_Mutation	3.0	2.0	60.0
CNTNAP2	Silent	4.0	2.0	66.66666666666666
NSUN5	Missense_Mutation	3.0	2.0	60.0
AMZ2P1	RNA	2.0	5.0	28.57142857142857
TRPS1	Missense_Mutation	4.0	3.0	57.14285714285714
CDCP1	Missense_Mutation	6.0	4.0	60.0
MAML3	Splice_Site	2.0	5.0	28.57142857142857
CNGA4	Missense_Mutation	3.0	2.0	60.0
NIPBL	Frame_Shift_Del	1.0	6.0	14.285714285714285
EGFR	Silent	3.0	7.0	30.0
RNF17	Missense_Mutation	6.0	6.0	50.0
TRIM51HP	RNA	5.0	5.0	50.0
PLXNA4	Missense_Mutation	3.0	6.0	33.33333333333333
