gene	Mutation Type	dead	alive	percentage
POF1B	Missense_Mutation	3.0	4.0	42.857142857142854
FLNA	Silent	2.0	7.0	22.22222222222222
OASL	Missense_Mutation	2.0	3.0	40.0
SUSD5	Missense_Mutation	2.0	4.0	33.33333333333333
FAT4	Missense_Mutation	3.0	18.0	14.285714285714285
C3	Silent	5.0	2.0	71.42857142857143
CHEK2	Missense_Mutation	8.0	16.0	33.33333333333333
OR5W2	Missense_Mutation	4.0	3.0	57.14285714285714
F8	Missense_Mutation	5.0	16.0	23.809523809523807
GRM3	Missense_Mutation	9.0	6.0	60.0
SCN3A	Missense_Mutation	5.0	7.0	41.66666666666667
ATP10A	Missense_Mutation	2.0	3.0	40.0
GLI3	Missense_Mutation	1.0	6.0	14.285714285714285
ERBB4	Missense_Mutation	0.0	5.0	0.0
CTC-338M12.9	RNA	1.0	4.0	20.0
ITGAM	Missense_Mutation	4.0	3.0	57.14285714285714
RIMS2	Silent	4.0	1.0	80.0
MMP12	RNA	3.0	9.0	25.0
ASXL1	Silent	3.0	2.0	60.0
CYP4A11	Missense_Mutation	4.0	1.0	80.0
COL11A1	Missense_Mutation	3.0	3.0	50.0
ZNF536	Silent	5.0	3.0	62.5
PCSK5	Silent	1.0	8.0	11.11111111111111
CFP	Missense_Mutation	1.0	4.0	20.0
SLC45A1	Silent	3.0	2.0	60.0
CYP26B1	Missense_Mutation	4.0	3.0	57.14285714285714
ZNF814	Silent	3.0	2.0	60.0
NPC1L1	Missense_Mutation	2.0	3.0	40.0
TCF3	Missense_Mutation	3.0	2.0	60.0
MYOF	Silent	3.0	3.0	50.0
JAG2	Missense_Mutation	3.0	2.0	60.0
PDE6B	Silent	2.0	5.0	28.57142857142857
FAM135B	Missense_Mutation	3.0	2.0	60.0
CUX2	Missense_Mutation	3.0	6.0	33.33333333333333
C8B	Missense_Mutation	3.0	4.0	42.857142857142854
AGAP4	In_Frame_Del	0.0	6.0	0.0
OGDHL	Missense_Mutation	1.0	6.0	14.285714285714285
ZNF831	Missense_Mutation	7.0	7.0	50.0
COL12A1	Missense_Mutation	6.0	10.0	37.5
AC093838.4	RNA	2.0	4.0	33.33333333333333
PRKCA	Missense_Mutation	1.0	4.0	20.0
ATP8B4	Missense_Mutation	4.0	6.0	40.0
TP53	Frame_Shift_Del	11.0	14.0	44.0
FRK	Missense_Mutation	3.0	3.0	50.0
BAGE2	RNA	13.0	49.0	20.967741935483872
DSP	Silent	3.0	6.0	33.33333333333333
C9orf84	Missense_Mutation	1.0	5.0	16.666666666666664
TECTA	Silent	3.0	5.0	37.5
MAGEC3	Missense_Mutation	2.0	4.0	33.33333333333333
RBMS3	Missense_Mutation	4.0	1.0	80.0
AFF2	Missense_Mutation	7.0	7.0	50.0
VPS13B	Missense_Mutation	3.0	12.0	20.0
ADNP2	Missense_Mutation	4.0	1.0	80.0
XIRP2	Silent	3.0	2.0	60.0
SPTB	Missense_Mutation	3.0	6.0	33.33333333333333
HMCN1	Silent	9.0	11.0	45.0
RGS3	Missense_Mutation	2.0	5.0	28.57142857142857
ALB	Missense_Mutation	4.0	1.0	80.0
FRAS1	Missense_Mutation	13.0	12.0	52.0
NUP205	Missense_Mutation	5.0	2.0	71.42857142857143
VPS41	Missense_Mutation	3.0	3.0	50.0
ATP10D	Missense_Mutation	2.0	9.0	18.181818181818183
LGR5	Missense_Mutation	2.0	4.0	33.33333333333333
ITGAD	Missense_Mutation	3.0	3.0	50.0
GPR132	Missense_Mutation	3.0	5.0	37.5
DENND3	Silent	3.0	2.0	60.0
KRTAP4-6	Missense_Mutation	1.0	4.0	20.0
ZNF618	Missense_Mutation	3.0	6.0	33.33333333333333
PXDNL	Missense_Mutation	4.0	2.0	66.66666666666666
HUWE1	Silent	3.0	4.0	42.857142857142854
PIK3CA	Missense_Mutation	33.0	33.0	50.0
GLIS3	Silent	2.0	3.0	40.0
FNDC1	Missense_Mutation	5.0	3.0	62.5
TSHZ2	Missense_Mutation	8.0	3.0	72.72727272727273
LAMB4	Silent	3.0	2.0	60.0
TXNDC16	Missense_Mutation	0.0	5.0	0.0
ZNF41	Missense_Mutation	3.0	3.0	50.0
IGHG4	RNA	2.0	7.0	22.22222222222222
TEX15	Silent	3.0	2.0	60.0
MLL3	Missense_Mutation	7.0	3.0	70.0
GPR37	Missense_Mutation	3.0	2.0	60.0
TUBB8P7	Silent	4.0	1.0	80.0
CAMSAP2	Missense_Mutation	4.0	2.0	66.66666666666666
TSHR	Missense_Mutation	2.0	4.0	33.33333333333333
CCDC40	Missense_Mutation	1.0	5.0	16.666666666666664
HKDC1	Missense_Mutation	3.0	3.0	50.0
SLCO4A1	Silent	3.0	2.0	60.0
PLD1	Missense_Mutation	1.0	6.0	14.285714285714285
BPTF	Silent	2.0	4.0	33.33333333333333
VAV1	Missense_Mutation	3.0	5.0	37.5
KCNA10	Missense_Mutation	2.0	4.0	33.33333333333333
PLCH2	Missense_Mutation	1.0	6.0	14.285714285714285
ITGA1	Missense_Mutation	3.0	2.0	60.0
DSC1	Silent	1.0	4.0	20.0
SLIT1	Missense_Mutation	2.0	5.0	28.57142857142857
RPGRIP1	Missense_Mutation	1.0	4.0	20.0
GAGE2D	In_Frame_Ins	1.0	4.0	20.0
SLC6A19	Missense_Mutation	3.0	4.0	42.857142857142854
VCAN	Missense_Mutation	4.0	10.0	28.57142857142857
TRIP11	Missense_Mutation	2.0	3.0	40.0
MAGI3	Missense_Mutation	2.0	4.0	33.33333333333333
TNPO2	Missense_Mutation	1.0	5.0	16.666666666666664
DSC1	Missense_Mutation	2.0	3.0	40.0
RB1CC1	Missense_Mutation	4.0	3.0	57.14285714285714
DLEC1	Silent	3.0	2.0	60.0
U2SURP	Missense_Mutation	2.0	3.0	40.0
RGAG4	Missense_Mutation	1.0	5.0	16.666666666666664
KHDRBS2	Missense_Mutation	3.0	2.0	60.0
ANLN	Missense_Mutation	3.0	4.0	42.857142857142854
ABCA13	Silent	3.0	6.0	33.33333333333333
ESPL1	Missense_Mutation	3.0	6.0	33.33333333333333
CRIPAK	Frame_Shift_Ins	2.0	3.0	40.0
KRT16	Missense_Mutation	1.0	4.0	20.0
WBP7	Missense_Mutation	0.0	8.0	0.0
SPAM1	Missense_Mutation	5.0	2.0	71.42857142857143
CKAP2L	Missense_Mutation	3.0	3.0	50.0
IRS1	Missense_Mutation	3.0	3.0	50.0
SUSD1	Missense_Mutation	2.0	3.0	40.0
MLLT3	Silent	6.0	30.0	16.666666666666664
SNHG14	RNA	6.0	45.0	11.76470588235294
PRG4	Missense_Mutation	3.0	11.0	21.428571428571427
TBC1D9	Missense_Mutation	5.0	3.0	62.5
CYP4F12	Missense_Mutation	4.0	3.0	57.14285714285714
MAST1	Missense_Mutation	0.0	6.0	0.0
NAT10	Missense_Mutation	3.0	2.0	60.0
LILRA1	Missense_Mutation	4.0	1.0	80.0
KRT31	Missense_Mutation	3.0	2.0	60.0
MTOR	Missense_Mutation	6.0	7.0	46.15384615384615
FAM86FP	RNA	1.0	4.0	20.0
PAK7	Missense_Mutation	0.0	5.0	0.0
ATRX	Nonsense_Mutation	17.0	35.0	32.69230769230769
POTEH	Missense_Mutation	3.0	3.0	50.0
ARHGAP21	Missense_Mutation	4.0	2.0	66.66666666666666
IGSF8	Missense_Mutation	0.0	5.0	0.0
OGDH	Silent	2.0	6.0	25.0
ETS1	Missense_Mutation	1.0	5.0	16.666666666666664
abParts	Splice_Site	4.0	1.0	80.0
ADCY1	Missense_Mutation	3.0	2.0	60.0
TLR3	Missense_Mutation	0.0	5.0	0.0
CHD5	Missense_Mutation	4.0	3.0	57.14285714285714
DOCK6	Missense_Mutation	2.0	6.0	25.0
LRRC2	Missense_Mutation	2.0	3.0	40.0
TRIM51	Missense_Mutation	7.0	3.0	70.0
TUBBP5	Missense_Mutation	4.0	1.0	80.0
AC018890.6	RNA	0.0	6.0	0.0
ACIN1	Missense_Mutation	3.0	2.0	60.0
OR2W3	Missense_Mutation	2.0	4.0	33.33333333333333
MUC3A	Missense_Mutation	1.0	4.0	20.0
OR5D13	Silent	2.0	3.0	40.0
FAT1	Silent	6.0	4.0	60.0
WDR63	Missense_Mutation	3.0	8.0	27.27272727272727
DYNC1H1	Missense_Mutation	3.0	8.0	27.27272727272727
NOTCH1	In_Frame_Del	3.0	14.0	17.647058823529413
TRIOBP	Silent	2.0	9.0	18.181818181818183
NPTX1	Missense_Mutation	3.0	2.0	60.0
ATXN2L	Silent	1.0	4.0	20.0
ACO1	Missense_Mutation	2.0	5.0	28.57142857142857
LRRC16A	Missense_Mutation	3.0	6.0	33.33333333333333
SLC1A6	Missense_Mutation	5.0	5.0	50.0
KIAA1751	Missense_Mutation	4.0	2.0	66.66666666666666
FAT3	Missense_Mutation	5.0	7.0	41.66666666666667
CILP2	Missense_Mutation	3.0	4.0	42.857142857142854
AC008103.5	RNA	10.0	36.0	21.73913043478261
ZMIZ1	Missense_Mutation	4.0	4.0	50.0
TEKT4P2	RNA	1.0	4.0	20.0
LRBA	Missense_Mutation	2.0	8.0	20.0
ATRX	Silent	2.0	7.0	22.22222222222222
CENPE	Missense_Mutation	5.0	3.0	62.5
KMT2D	Missense_Mutation	1.0	13.0	7.142857142857142
GPC3	Missense_Mutation	2.0	3.0	40.0
LINC00264	RNA	3.0	9.0	25.0
PDILT	Silent	5.0	0.0	100.0
TRRAP	Silent	5.0	8.0	38.46153846153847
MAP3K1	Missense_Mutation	6.0	4.0	60.0
SLC27A2	Missense_Mutation	6.0	3.0	66.66666666666666
SPTBN1	Silent	2.0	5.0	28.57142857142857
KCNU1	Silent	2.0	4.0	33.33333333333333
TEK	Missense_Mutation	5.0	6.0	45.45454545454545
BCAS3	Silent	0.0	5.0	0.0
ATCAY	Missense_Mutation	5.0	0.0	100.0
OR4C6	Silent	4.0	1.0	80.0
SERPINA3	Missense_Mutation	4.0	4.0	50.0
DSCAML1	Missense_Mutation	2.0	6.0	25.0
MYH2	Silent	2.0	3.0	40.0
CPS1	Missense_Mutation	5.0	1.0	83.33333333333334
UNC13A	Missense_Mutation	2.0	5.0	28.57142857142857
SAGE1	Missense_Mutation	5.0	2.0	71.42857142857143
OR5D16	Missense_Mutation	3.0	2.0	60.0
RP11-24M17.5	RNA	1.0	10.0	9.090909090909092
PRDM11	Missense_Mutation	1.0	4.0	20.0
PRODH2	Silent	4.0	1.0	80.0
MALAT1	RNA	5.0	4.0	55.55555555555556
RP1L1	Silent	4.0	2.0	66.66666666666666
FAM208B	Missense_Mutation	1.0	4.0	20.0
USP7	Missense_Mutation	1.0	4.0	20.0
AC024560.3	RNA	6.0	26.0	18.75
IL1RL1	Missense_Mutation	3.0	4.0	42.857142857142854
COL18A1	Missense_Mutation	1.0	4.0	20.0
SYNM	Missense_Mutation	3.0	5.0	37.5
DNM1P47	RNA	17.0	39.0	30.357142857142854
MOV10L1	Missense_Mutation	2.0	4.0	33.33333333333333
SYN2	RNA	1.0	7.0	12.5
AKAP4	Missense_Mutation	4.0	4.0	50.0
MAN2A2	Missense_Mutation	1.0	5.0	16.666666666666664
LCT	Missense_Mutation	7.0	5.0	58.333333333333336
SF3B1	Missense_Mutation	4.0	6.0	40.0
CALN1	Missense_Mutation	6.0	3.0	66.66666666666666
PEAK1	Missense_Mutation	1.0	5.0	16.666666666666664
GALNT5	Missense_Mutation	3.0	2.0	60.0
ODZ1	Missense_Mutation	4.0	1.0	80.0
MS4A12	Missense_Mutation	5.0	0.0	100.0
MYH14	Missense_Mutation	3.0	5.0	37.5
MYO7B	Missense_Mutation	4.0	7.0	36.36363636363637
OR5T3	Missense_Mutation	2.0	3.0	40.0
ADAM29	Missense_Mutation	9.0	0.0	100.0
CASKIN2	Silent	1.0	5.0	16.666666666666664
SIK2	Missense_Mutation	1.0	4.0	20.0
VWA3B	Missense_Mutation	0.0	5.0	0.0
WNT11	Missense_Mutation	3.0	2.0	60.0
HERC1	Silent	1.0	5.0	16.666666666666664
DYNC2H1	Silent	0.0	5.0	0.0
PCDHA5	Missense_Mutation	3.0	3.0	50.0
MIA3	Missense_Mutation	1.0	9.0	10.0
KCNH6	Missense_Mutation	2.0	5.0	28.57142857142857
MAGEA4	Missense_Mutation	2.0	4.0	33.33333333333333
ITSN1	Missense_Mutation	3.0	4.0	42.857142857142854
PLXNA1	Missense_Mutation	3.0	8.0	27.27272727272727
BRWD3	Missense_Mutation	2.0	5.0	28.57142857142857
MYO5B	Silent	1.0	6.0	14.285714285714285
TIE1	Missense_Mutation	4.0	6.0	40.0
ZFAT	Missense_Mutation	3.0	2.0	60.0
CLCN1	Missense_Mutation	4.0	1.0	80.0
HEPHL1	Silent	4.0	1.0	80.0
KSR2	Missense_Mutation	4.0	4.0	50.0
PABPC3	Missense_Mutation	3.0	2.0	60.0
CNTN3	Missense_Mutation	6.0	3.0	66.66666666666666
FLG2	Silent	2.0	4.0	33.33333333333333
PASK	Missense_Mutation	1.0	5.0	16.666666666666664
SETD5	Missense_Mutation	2.0	4.0	33.33333333333333
MYH8	Missense_Mutation	7.0	13.0	35.0
COL19A1	Missense_Mutation	4.0	2.0	66.66666666666666
PDE4D	Missense_Mutation	0.0	7.0	0.0
IDH1	Missense_Mutation	81.0	335.0	19.471153846153847
OR2A25	Missense_Mutation	2.0	3.0	40.0
PLXNB1	Missense_Mutation	2.0	5.0	28.57142857142857
FOXI1	Missense_Mutation	2.0	3.0	40.0
KIF6	Missense_Mutation	2.0	4.0	33.33333333333333
OR11H12	Missense_Mutation	4.0	3.0	57.14285714285714
RTN1	Missense_Mutation	3.0	2.0	60.0
SALL1	Missense_Mutation	5.0	2.0	71.42857142857143
ANO1	Missense_Mutation	4.0	6.0	40.0
FOXR2	Missense_Mutation	4.0	2.0	66.66666666666666
IL32	Frame_Shift_Ins	3.0	9.0	25.0
CNGB3	Missense_Mutation	1.0	4.0	20.0
DUOX2	Missense_Mutation	4.0	5.0	44.44444444444444
NIN	Missense_Mutation	2.0	3.0	40.0
SLC29A4	Missense_Mutation	2.0	3.0	40.0
CTD-2324F15.2	RNA	1.0	5.0	16.666666666666664
MMRN1	Missense_Mutation	3.0	3.0	50.0
SLC12A5	Missense_Mutation	2.0	4.0	33.33333333333333
SLC20A1	Missense_Mutation	2.0	3.0	40.0
ANKAR	Missense_Mutation	1.0	4.0	20.0
TCN1	Missense_Mutation	4.0	1.0	80.0
WDR16	Missense_Mutation	1.0	5.0	16.666666666666664
CDC42BPB	Silent	0.0	7.0	0.0
TRRAP	Missense_Mutation	10.0	7.0	58.82352941176471
RPTN	Frame_Shift_Del	3.0	2.0	60.0
F9	Missense_Mutation	2.0	4.0	33.33333333333333
SPTBN2	Missense_Mutation	2.0	3.0	40.0
MATN4	Missense_Mutation	5.0	3.0	62.5
INPPL1	Missense_Mutation	1.0	6.0	14.285714285714285
SCN10A	Missense_Mutation	6.0	13.0	31.57894736842105
TPTE	Missense_Mutation	5.0	9.0	35.714285714285715
SRBD1	Missense_Mutation	1.0	7.0	12.5
CDH18	Missense_Mutation	8.0	7.0	53.333333333333336
ZNF236	Missense_Mutation	3.0	2.0	60.0
NPAT	Silent	1.0	4.0	20.0
N4BP2	Missense_Mutation	2.0	3.0	40.0
ECT2	Missense_Mutation	1.0	4.0	20.0
REPIN1	Missense_Mutation	3.0	2.0	60.0
TMC3	Missense_Mutation	3.0	2.0	60.0
PIKFYVE	Missense_Mutation	3.0	3.0	50.0
GRM8	Missense_Mutation	6.0	2.0	75.0
AUTS2	Missense_Mutation	2.0	6.0	25.0
THBS4	Missense_Mutation	2.0	3.0	40.0
KMT2C	Silent	2.0	3.0	40.0
ITGA8	Missense_Mutation	2.0	4.0	33.33333333333333
PRSS3P2	RNA	10.0	12.0	45.45454545454545
RLTPR	Missense_Mutation	3.0	2.0	60.0
SMC1B	Missense_Mutation	2.0	5.0	28.57142857142857
NAV2	Missense_Mutation	6.0	1.0	85.71428571428571
ZNF799	Missense_Mutation	2.0	7.0	22.22222222222222
FAM47C	Missense_Mutation	6.0	18.0	25.0
WDR75	Missense_Mutation	1.0	5.0	16.666666666666664
POLI	Missense_Mutation	1.0	4.0	20.0
CACNA1S	Missense_Mutation	6.0	8.0	42.857142857142854
ZNF37A	Missense_Mutation	2.0	3.0	40.0
VIL1	Missense_Mutation	5.0	5.0	50.0
COL9A1	Missense_Mutation	1.0	5.0	16.666666666666664
RAI1	Missense_Mutation	3.0	6.0	33.33333333333333
APEX2	Missense_Mutation	1.0	4.0	20.0
CNOT1	Missense_Mutation	1.0	11.0	8.333333333333332
CASKIN1	Missense_Mutation	2.0	3.0	40.0
AC074391.1	RNA	1.0	8.0	11.11111111111111
RFX7	Missense_Mutation	3.0	2.0	60.0
TPCN1	Missense_Mutation	2.0	3.0	40.0
NUP210L	Missense_Mutation	4.0	5.0	44.44444444444444
LA16c-306E5.3	RNA	1.0	4.0	20.0
B4GALNT2	Missense_Mutation	1.0	4.0	20.0
FZD10	Missense_Mutation	4.0	2.0	66.66666666666666
ATP2B2	Silent	4.0	1.0	80.0
SLC12A3	Silent	3.0	4.0	42.857142857142854
ZNF592	Missense_Mutation	2.0	3.0	40.0
ADAM22	Missense_Mutation	4.0	3.0	57.14285714285714
PRRC2C	Missense_Mutation	0.0	5.0	0.0
CDH23	Silent	2.0	5.0	28.57142857142857
PTPN11	Missense_Mutation	8.0	7.0	53.333333333333336
SPEN	Missense_Mutation	3.0	7.0	30.0
DCAF8L1	Missense_Mutation	3.0	4.0	42.857142857142854
PTGFR	Missense_Mutation	0.0	5.0	0.0
BTBD11	Missense_Mutation	2.0	3.0	40.0
RYR3	Silent	2.0	7.0	22.22222222222222
TTK	Missense_Mutation	3.0	2.0	60.0
CPAMD8	Missense_Mutation	4.0	5.0	44.44444444444444
SLCO1B3	Silent	1.0	4.0	20.0
SEC22B	RNA	0.0	7.0	0.0
FLNC	Silent	1.0	7.0	12.5
C10orf12	Missense_Mutation	3.0	5.0	37.5
DENND2C	Missense_Mutation	3.0	3.0	50.0
KIAA0020	Missense_Mutation	4.0	3.0	57.14285714285714
CACNA2D1	Missense_Mutation	6.0	5.0	54.54545454545454
CTTNBP2	Missense_Mutation	3.0	3.0	50.0
STON2	Missense_Mutation	1.0	4.0	20.0
UNC5C	Missense_Mutation	4.0	2.0	66.66666666666666
SLC17A6	Missense_Mutation	2.0	3.0	40.0
GPRASP1	Silent	3.0	3.0	50.0
KIAA1683	Missense_Mutation	2.0	3.0	40.0
GTF3C1	Missense_Mutation	2.0	6.0	25.0
ZNF516	Missense_Mutation	4.0	1.0	80.0
DBF4	Missense_Mutation	1.0	4.0	20.0
LRFN5	Missense_Mutation	9.0	9.0	50.0
TG	Silent	3.0	3.0	50.0
MRVI1	Missense_Mutation	2.0	4.0	33.33333333333333
SLC26A7	Missense_Mutation	2.0	3.0	40.0
MRGPRE	Missense_Mutation	3.0	2.0	60.0
SPATA31E1	Missense_Mutation	1.0	9.0	10.0
PNPLA6	Missense_Mutation	3.0	2.0	60.0
ATP4A	Silent	2.0	4.0	33.33333333333333
MUC16	Silent	18.0	22.0	45.0
BRAF	Missense_Mutation	6.0	5.0	54.54545454545454
GRIA3	Missense_Mutation	5.0	2.0	71.42857142857143
ACADS	Missense_Mutation	4.0	1.0	80.0
GTSE1	Missense_Mutation	2.0	4.0	33.33333333333333
TENM3	Missense_Mutation	2.0	4.0	33.33333333333333
PLCG2	Missense_Mutation	8.0	3.0	72.72727272727273
MYO9B	Missense_Mutation	5.0	4.0	55.55555555555556
SHROOM2	Silent	1.0	5.0	16.666666666666664
GRIN2A	Missense_Mutation	10.0	10.0	50.0
C2orf71	Missense_Mutation	1.0	6.0	14.285714285714285
KCNJ18	Silent	2.0	3.0	40.0
LY9	Missense_Mutation	3.0	4.0	42.857142857142854
GPNMB	Missense_Mutation	0.0	5.0	0.0
MYO15A	Silent	4.0	2.0	66.66666666666666
ABCA4	Missense_Mutation	5.0	6.0	45.45454545454545
CCDC148	Missense_Mutation	2.0	3.0	40.0
UHRF1BP1	Missense_Mutation	2.0	4.0	33.33333333333333
RRN3P2	RNA	11.0	19.0	36.666666666666664
SPATA31D1	Missense_Mutation	2.0	7.0	22.22222222222222
PHKA2	Silent	2.0	3.0	40.0
SULF2	Missense_Mutation	4.0	2.0	66.66666666666666
GRIN2A	Silent	5.0	3.0	62.5
NEBL	Missense_Mutation	5.0	6.0	45.45454545454545
SYT16	Missense_Mutation	6.0	1.0	85.71428571428571
USP15	Missense_Mutation	1.0	5.0	16.666666666666664
DCLK3	Missense_Mutation	1.0	5.0	16.666666666666664
ABCB4	Missense_Mutation	6.0	6.0	50.0
ROCK2	Missense_Mutation	1.0	4.0	20.0
OR8H2	Missense_Mutation	4.0	2.0	66.66666666666666
HLA-DMB	Missense_Mutation	2.0	3.0	40.0
KCNS2	Missense_Mutation	3.0	2.0	60.0
MYO10	Missense_Mutation	3.0	7.0	30.0
HCCS	Missense_Mutation	0.0	5.0	0.0
CDH23	Missense_Mutation	6.0	7.0	46.15384615384615
TEKT5	Missense_Mutation	2.0	3.0	40.0
MAGEE1	Missense_Mutation	2.0	4.0	33.33333333333333
EPHA3	Missense_Mutation	1.0	6.0	14.285714285714285
TIAM1	Missense_Mutation	1.0	4.0	20.0
SLC4A3	Missense_Mutation	3.0	2.0	60.0
KRT38	Silent	2.0	3.0	40.0
FLT3	Missense_Mutation	3.0	6.0	33.33333333333333
DCC	Missense_Mutation	5.0	7.0	41.66666666666667
RPL13AP20	Missense_Mutation	7.0	4.0	63.63636363636363
RECQL5	Missense_Mutation	2.0	3.0	40.0
FOLH1B	RNA	4.0	7.0	36.36363636363637
GPR32	Missense_Mutation	2.0	4.0	33.33333333333333
HERC2	Missense_Mutation	2.0	10.0	16.666666666666664
HIPK1	Missense_Mutation	3.0	3.0	50.0
ANKRD17	Silent	3.0	2.0	60.0
SLC9A4	Missense_Mutation	9.0	3.0	75.0
SRCAP	Missense_Mutation	4.0	6.0	40.0
WDR90	Missense_Mutation	5.0	2.0	71.42857142857143
SYN3	Missense_Mutation	4.0	1.0	80.0
GOLGB1	Missense_Mutation	4.0	3.0	57.14285714285714
LPHN2	Silent	1.0	5.0	16.666666666666664
MST1P9	Silent	4.0	1.0	80.0
HIVEP3	Missense_Mutation	2.0	7.0	22.22222222222222
GPRIN2	Missense_Mutation	1.0	4.0	20.0
GRM1	Missense_Mutation	2.0	3.0	40.0
STXBP5L	Missense_Mutation	5.0	3.0	62.5
KIAA1217	Silent	2.0	4.0	33.33333333333333
KIR3DL2	Missense_Mutation	4.0	1.0	80.0
CARD6	Missense_Mutation	6.0	3.0	66.66666666666666
CD36	Missense_Mutation	1.0	4.0	20.0
PTPRB	Missense_Mutation	3.0	4.0	42.857142857142854
MAGEC1	Missense_Mutation	3.0	3.0	50.0
IMPDH1	Missense_Mutation	2.0	3.0	40.0
CEP68	Missense_Mutation	2.0	4.0	33.33333333333333
ZNF813	Missense_Mutation	4.0	1.0	80.0
MYO18A	Missense_Mutation	3.0	6.0	33.33333333333333
APBB1	Missense_Mutation	3.0	4.0	42.857142857142854
FBN3	Silent	1.0	5.0	16.666666666666664
CDC42BPB	Missense_Mutation	2.0	6.0	25.0
AJ271736.10	RNA	2.0	14.0	12.5
NBEAL2	Missense_Mutation	1.0	9.0	10.0
SF1	Missense_Mutation	3.0	3.0	50.0
JAKMIP2	Missense_Mutation	2.0	3.0	40.0
OR4C6	Missense_Mutation	3.0	2.0	60.0
USP35	Missense_Mutation	1.0	5.0	16.666666666666664
LAMA2	Missense_Mutation	8.0	8.0	50.0
ZMYM2	Missense_Mutation	1.0	4.0	20.0
CARD11	Missense_Mutation	3.0	5.0	37.5
ZSWIM2	Missense_Mutation	2.0	4.0	33.33333333333333
RAB11FIP1	Missense_Mutation	1.0	6.0	14.285714285714285
KDM5A	Missense_Mutation	2.0	3.0	40.0
OR5M9	Missense_Mutation	2.0	4.0	33.33333333333333
CACNA1G	Silent	3.0	5.0	37.5
STAG2	Nonsense_Mutation	3.0	2.0	60.0
DCP1B	Missense_Mutation	1.0	7.0	12.5
DNAH17	Silent	3.0	3.0	50.0
MYH6	Silent	5.0	1.0	83.33333333333334
ENAM	Missense_Mutation	3.0	3.0	50.0
ADAMTS5	Missense_Mutation	1.0	5.0	16.666666666666664
HECTD4	Missense_Mutation	1.0	5.0	16.666666666666664
UNC5CL	Missense_Mutation	3.0	3.0	50.0
HNRNPH2	Missense_Mutation	2.0	3.0	40.0
HELZ2	Missense_Mutation	0.0	7.0	0.0
MYH3	Missense_Mutation	3.0	8.0	27.27272727272727
TRIOBP	Missense_Mutation	3.0	3.0	50.0
SDHAP1	RNA	14.0	18.0	43.75
NHS	Missense_Mutation	2.0	7.0	22.22222222222222
TMEM2	Missense_Mutation	3.0	7.0	30.0
DNAH3	Silent	5.0	7.0	41.66666666666667
CELSR3	Silent	2.0	3.0	40.0
CD46	Missense_Mutation	2.0	3.0	40.0
RAB11FIP1	Silent	3.0	3.0	50.0
MUC7	Missense_Mutation	1.0	13.0	7.142857142857142
SUPT16H	Missense_Mutation	3.0	3.0	50.0
DACH2	Missense_Mutation	1.0	6.0	14.285714285714285
PTEN	Missense_Mutation	46.0	18.0	71.875
VSIG4	Missense_Mutation	2.0	4.0	33.33333333333333
SYNJ1	Missense_Mutation	1.0	5.0	16.666666666666664
TSIX	RNA	2.0	7.0	22.22222222222222
GABRB2	Missense_Mutation	6.0	3.0	66.66666666666666
PTEN	Nonsense_Mutation	14.0	4.0	77.77777777777779
OTOP1	Missense_Mutation	1.0	4.0	20.0
ZFX	Missense_Mutation	1.0	4.0	20.0
FAM83H	Missense_Mutation	4.0	5.0	44.44444444444444
MYO1A	Missense_Mutation	7.0	1.0	87.5
BCOR	Frame_Shift_Del	4.0	3.0	57.14285714285714
PODNL1	Missense_Mutation	3.0	2.0	60.0
POTEC	Missense_Mutation	15.0	15.0	50.0
NALCN	Missense_Mutation	6.0	2.0	75.0
ABCG8	Missense_Mutation	1.0	4.0	20.0
ZNF831	Silent	1.0	5.0	16.666666666666664
TRIM71	Missense_Mutation	2.0	3.0	40.0
LRRC7	Missense_Mutation	6.0	2.0	75.0
KIAA1429	Missense_Mutation	0.0	7.0	0.0
SH3TC2	Missense_Mutation	4.0	1.0	80.0
PLB1	Missense_Mutation	2.0	4.0	33.33333333333333
CRYBB2P1	RNA	1.0	5.0	16.666666666666664
SCN8A	Missense_Mutation	1.0	5.0	16.666666666666664
STK19	Frame_Shift_Ins	3.0	17.0	15.0
SIGLEC16	RNA	1.0	5.0	16.666666666666664
PCNXL2	Missense_Mutation	2.0	6.0	25.0
MED12	Missense_Mutation	8.0	8.0	50.0
FUBP1	Nonsense_Mutation	1.0	10.0	9.090909090909092
TLN1	Missense_Mutation	1.0	4.0	20.0
PCDHGB4	Missense_Mutation	3.0	3.0	50.0
DISP1	Missense_Mutation	1.0	4.0	20.0
ARHGAP26	Missense_Mutation	2.0	3.0	40.0
ATP2B3	Missense_Mutation	4.0	5.0	44.44444444444444
DOCK11	Missense_Mutation	2.0	5.0	28.57142857142857
SENP7	Missense_Mutation	2.0	3.0	40.0
FBXW7	Missense_Mutation	3.0	3.0	50.0
ROS1	Missense_Mutation	6.0	6.0	50.0
SCN4A	Missense_Mutation	4.0	4.0	50.0
GRK4	Missense_Mutation	0.0	5.0	0.0
MYH7	Silent	4.0	8.0	33.33333333333333
UTRN	Missense_Mutation	7.0	10.0	41.17647058823529
SLC13A2	Missense_Mutation	3.0	4.0	42.857142857142854
DENND3	Missense_Mutation	1.0	4.0	20.0
HERC2P9	RNA	0.0	8.0	0.0
ZNF324	Missense_Mutation	2.0	4.0	33.33333333333333
PADI6	RNA	2.0	3.0	40.0
NBPF1	Splice_Site	12.0	18.0	40.0
